Post ID,URL to tweet,creation_date,likes,caption,retweet_count,comment_count,view_count,poster_handle,poster_display_name,poster_follower_count,poster_frequency,total_posts,hashtags,image_filename,comment_file,image+caption_target,political_leaning
1853148775088591253,https://x.com/Stephis_world/status/1853148775088591253/photo/1,Sun Nov 03 18:54:32 +0000 2024,2185,Taking no chances now Patriots! Need to wear both my Trump hat and t-shirt. Who else is biting their nails? #TrumpVance2024ToSaveAmerica https://t.co/bmrovPYzS5,242,109,28253,Stephis_world,Stephi,55528,14.042535446205171,16837,#TrumpVance2024ToSaveAmerica,Twitter_Scrape\Target_Trump\Pro\Images\black_maga_merch.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\black_maga_merch.csv,pro-trump,R
1853380581196775670,https://x.com/Stephis_world/status/1853380581196775670/photo/1,Mon Nov 04 10:15:39 +0000 2024,1933,"It's Monochrome Monday, but it's also Election Eve Patriots! ğŸ–¤ğŸ©¶ğŸ¤ğŸ–¤ğŸ©¶ğŸ¤ğŸ–¤ğŸ©¶ğŸ¤ğŸ–¤ğŸ©¶ğŸ¤ Let's get Trump over the line tomorrow, so Donald J Trump and JD Vance can fix America. #VoteVoteVote #WinWinWinn https://t.co/c3LNTMQQnD",196,121,19734,Stephis_world,Stephi,55528,14.042535446205171,16837,"#VoteVoteVote, #WinWinWinn",Twitter_Scrape\Target_Trump\Pro\Images\maga_bw.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\maga_bw.csv,pro-trump,R
1853757601307062466,https://x.com/Stephis_world/status/1853757601307062466/photo/1,Tue Nov 05 11:13:47 +0000 2024,1796,Just one word Patriots! VOTE #VoteTrumpVanceToSaveAmerica #VoteTrumpVanceToSaveTheWorld https://t.co/5JFJCx3X7c,177,96,18840,Stephis_world,Stephi,55528,14.042535446205171,16837,"#VoteTrumpVanceToSaveAmerica, #VoteTrumpVanceToSaveTheWorld",Twitter_Scrape\Target_Trump\Pro\Images\maga_blue_merch.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\maga_blue_merch.csv,pro-trump,R
1844776058391802057,https://x.com/Stephis_world/status/1844776058391802057/photo/1,Fri Oct 11 16:24:21 +0000 2024,243,Is this real or Photoshop?? Is she on the client list? https://t.co/UBTO6ifB5w,75,89,11539,Stephis_world,Stephi,55528,14.042535446205171,16837,,Twitter_Scrape\Target_Harris\Anti\Images\epstine_kam2.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\epstine_kam2.csv,anti-harris,R
1853164322148467100,https://x.com/bleakstare/status/1853164322148467100/photo/1,Sun Nov 03 19:56:19 +0000 2024,6,@TruthHurtsTKV @leslieb504 @michellesudz12 @coreygould97 @jackunheard @rynatknight @Kaylee1819307 @MasonWhite_X @Raeraesit @TruthHertz_News @BasedWash @WestHardinFan1 @The1AndOnlyCjjj @lcdiaz001 Iâ€™m on a limit ban at the moment but #IFBAP ğŸ’¯ letâ€™s connect  Hereâ€™s a nice one https://t.co/47Y2iJF79W,0,1,52,bleakstare,Bleakstare,4460,1.133247918001281,5307,#IFBAP,Twitter_Scrape\Target_Trump\Pro\Images\trump_washington.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\trump_washington.csv,pro-trump,R
1851465238069051855,https://x.com/bleakstare/status/1851465238069051855/photo/1,Wed Oct 30 03:24:45 +0000 2024,1,@cfantastic66 @mishee_mckee She looks hungry. How bout this https://t.co/n7twsilAEU,0,1,20,bleakstare,Bleakstare,4460,1.133247918001281,5307,,Twitter_Scrape\Target_Harris\Anti\Images\statue_burn.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\statue_burn.csv,anti-harris,R
1851418046851666386,https://x.com/bleakstare/status/1851418046851666386/photo/1,Wed Oct 30 00:17:14 +0000 2024,1,@cfantastic66 @mishee_mckee Looooollll https://t.co/MXgdGgZkDM,0,1,14,bleakstare,Bleakstare,4460,1.133247918001281,5307,,Twitter_Scrape\Target_Harris\Anti\Images\kamala_chaos,Twitter_Scrape\Target_Harris\Anti\Comments\kamala_chaos.csv,anti-harris,R
1847771929203163187,https://x.com/bleakstare/status/1847771929203163187/photo/1,Sat Oct 19 22:48:52 +0000 2024,1,"@GOD_PLS_MAGA @EXCELLENTSALVIC @MrJOHNWICK2 @GOP_is_Gutless @DonnaBarford @boldyboyuk @Playteaux1 Following all mutuals, some waiting and new request went out . A few came up unavailable but there is a known glitch. Iâ€™ll come back but if you see we arenâ€™t mutuals. Ty @GOD_PLS_MAGA https://t.co/685d5o8LEA",0,0,8,bleakstare,Bleakstare,4460,1.133247918001281,5307,,Twitter_Scrape\Target_Trump\Pro\Images\god_trump.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\god_trump.csv,pro-trump,R
1847791854953386160,https://x.com/bleakstare/status/1847791854953386160/photo/1,Sun Oct 20 00:08:03 +0000 2024,0,"@BarackObama @KamalaHarris You slithering Antichrist. You may have fooled some and still calling the shots, but God will always defeat you. https://t.co/9NpCv9nOIG",0,0,9,bleakstare,Bleakstare,4460,1.133247918001281,5307,,Twitter_Scrape\Target_Trump\Pro\Images\trump_religon,Twitter_Scrape\Target_Trump\Pro\Comments\trump_religon.csv,pro-trump,R
1847772622903529588,https://x.com/bleakstare/status/1847772622903529588/photo/1,Sat Oct 19 22:51:37 +0000 2024,2,Letâ€™s all be friends and grow! Check to see if we mutuals. #ifbap https://t.co/ykZjU039aP,1,1,209,bleakstare,Bleakstare,4460,1.133247918001281,5307,#ifbap,Twitter_Scrape\Target_Trump\Pro\Images\jesus_trump.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\jesus_trump.csv,pro-trump,R
1842686315168514220,https://x.com/bleakstare/status/1842686315168514220/photo/1,Sat Oct 05 22:00:27 +0000 2024,0,@MathewLight17 This it is https://t.co/xwCfsQSeW2,0,0,9,bleakstare,Bleakstare,4460,1.133247918001281,5307,,Twitter_Scrape\Target_Trump\Pro\Images\holy_trump.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\holy_trump.csv,pro-trump,R
1849732822337999226,https://x.com/MagikMike101/status/1849732822337999226,Fri Oct 25 08:40:45 +0000 2024,2,"@realXanderXjork Yeah but #kamalagropedme and thats true. Its was around 1993 and ive been left traumatised.  I think the victims should be heard, not ridiculed ! https://t.co/Qv9gJTZMD9",0,0,35,MagikMike101,Magik Mike,1123,6.530991735537191,6322,#kamalagropedme,Twitter_Scrape\Target_Harris\Anti\Images\epstine_kam.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\epstine_kam.csv,anti-harris,R
1852812561139343766,https://x.com/MagikMike101/status/1852812561139343766/photo/1,Sat Nov 02 20:38:32 +0000 2024,0,@PamKeithFL Running cover for tbe semi trucks full of ballots to arrive? Go fuck yourself...oh and buy Premium you tight fisted fucker. Its our money that pays your salary. https://t.co/iCU1gezBnA,0,0,39,MagikMike101,Magik Mike,1123,6.530991735537191,6322,,Twitter_Scrape\Target_Harris\Anti\Images\harris_team_jail.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_team_jail.csv,anti-harris,R
1843689777725677582,https://x.com/MagikMike101/status/1843689777725677582/photo/1,Tue Oct 08 16:27:51 +0000 2024,0,@bennyjohnson ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ https://t.co/SHVlGZNqLj,0,0,4,MagikMike101,Magik Mike,1123,6.530991735537191,6322,,Twitter_Scrape\Target_Harris\Anti\Images\poster,Twitter_Scrape\Target_Harris\Anti\Comments\poster.csv,anti-harris,R
1843962326367731712,https://x.com/MagikMike101/status/1843962326367731712/photo/1,Wed Oct 09 10:30:52 +0000 2024,0,@GuntherEagleman @JudieHall9 Surprised? ğŸ˜‚ğŸ˜‚ğŸ˜‚ https://t.co/q8sOpEjK42,0,0,16,MagikMike101,Magik Mike,1123,6.530991735537191,6322,,Twitter_Scrape\Target_Harris\Anti\Images\Kamala_substance,Twitter_Scrape\Target_Harris\Anti\Comments\Kamala_substance.csv,anti-harris,R
1843031483805733094,https://x.com/MagikMike101/status/1843031483805733094/photo/1,Sun Oct 06 20:52:02 +0000 2024,0,@dom_lucre Because shes fucking Evil.. https://t.co/6xaSU8QdiY,0,0,6,MagikMike101,Magik Mike,1123,6.530991735537191,6322,,Twitter_Scrape\Target_Harris\Anti\Images\devil_dance.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\devil_dance.csv,anti-harris,R
1840724384375316964,https://x.com/MagikMike101/status/1840724384375316964/photo/1,Mon Sep 30 12:04:26 +0000 2024,0,@JDunlap1974 https://t.co/mSCaJo1Gja,0,1,20,MagikMike101,Magik Mike,1123,6.530991735537191,6322,,Twitter_Scrape\Target_Harris\Anti\Images\devil_kneel.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\devil_kneel.csv,anti-harris,R
1836460683229122784,https://x.com/MagikMike101/status/1836460683229122784/photo/1,Wed Sep 18 17:42:01 +0000 2024,0,"@elonmusk ğŸ‘¹ğŸ‘¹ ""These Memes Will Destroy Our Work!!"" ğŸ‘¹ğŸ‘¹  ğŸ§™â€â™€ï¸ ğŸ§¹  ""Yes My Master,I'll make Jokes Illegal Tommorow..ğŸ§™â€â™€ï¸ ğŸ§¹ https://t.co/v8Kv1pzdFp",0,0,8,MagikMike101,Magik Mike,1123,6.530991735537191,6322,,Twitter_Scrape\Target_Harris\Anti\Images\devil_ear.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\devil_ear.csv,anti-harris,R
1835717896619663477,https://x.com/MagikMike101/status/1835717896619663477/photo/1,Mon Sep 16 16:30:27 +0000 2024,6,@JoJoFromJerz Didn't you abandon your kids for crack? Your uterus is probably like a shrunken kidney bean ğŸ˜‚ğŸ˜‚ğŸ˜‚ https://t.co/dH2s1qMJZI,0,0,155,MagikMike101,Magik Mike,1123,6.530991735537191,6322,,Twitter_Scrape\Target_Harris\Anti\Images\liar.jpg,N/A,anti-harris,R
1850147989664280943,https://x.com/DogecoinRise/status/1850147989664280943/photo/1,Sat Oct 26 12:10:29 +0000 2024,95,"You might not understad taxes, but understand this: Vote #MAGAğŸ‡ºğŸ‡¸ to protect our babies, our future generation, do not vote for the baby killers!  @elonmusk &amp; @realDonaldTrump are fighting for us, this might be the turning point to Restore our Republic! https://t.co/Ji1j578SKB",26,18,9053,DogecoinRise,Dogecoin Rise ğŸŒğŸš€ğŸŒ•,432651,14.451309603760912,21518,#MAGAğŸ‡ºğŸ‡¸,Twitter_Scrape\Target_Trump\Pro\Images\trump_baby.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\trump_baby.csv,pro-trump,R
1850150026955157827,https://x.com/DogecoinRise/status/1850150026955157827/photo/1,Sat Oct 26 12:18:35 +0000 2024,21,@cb_doge PROTECT OUR BABIES #MAGAğŸ‡ºğŸ‡¸ https://t.co/3Fj2nGLY1M,3,7,645,DogecoinRise,Dogecoin Rise ğŸŒğŸš€ğŸŒ•,432651,14.451309603760912,21518,#MAGAğŸ‡ºğŸ‡¸,Twitter_Scrape\Target_Trump\Pro\Images\uniform_baby.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\uniform_baby.csv,pro-trump,R
1833832968701264061,https://x.com/DogecoinRise/status/1833832968701264061/photo/1,Wed Sep 11 11:40:25 +0000 2024,123,"On this solemn day, we remember the lives lost, the heroes who ran into danger, and the unbreakable spirit of America. September 11, 2001, was a day that changed us all, but it also revealed the profound strength and unity of our nation ğŸ‡ºğŸ‡¸.   To the victims, your memory is a beacon of resilience. To the first responders, your bravery in the face of terror is etched in our hearts forever. And to America, your spirit, like the steel of the towers, bends but never breaks.   We honor you with every tear shed, every flag flown, and every moment of silence. May your legacy inspire us to cherish freedom, embrace unity, and hold onto hope, no matter the darkness.   Rest in peace, and may America continue to stand tall, united in remembrance and resolve.  @MagaHAT_ETH @elonmusk @realDonaldTrump  ---",15,28,20202,DogecoinRise,Dogecoin Rise ğŸŒğŸš€ğŸŒ•,432651,14.451309603760912,21518,,Twitter_Scrape\Target_Trump\Pro\Images\trump_elon.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\trump_elon.csv,pro-trump,R
1849623429697196085,https://x.com/Diamondthedave/status/1849623429697196085,Fri Oct 25 01:26:04 +0000 2024,21,#Trump2024 #TrumpVance2024 https://t.co/Ct8XyWQVx1,11,2,509,Diamondthedave,Oppenheimer Ranch Project,12143,5.932358674463938,30433,"#Trump2024, #TrumpVance2024",Twitter_Scrape\Target_Trump\Pro\Images\biden_support.png,Twitter_Scrape\Target_Trump\Pro\Comments\biden_support.csv,pro-trump,R
1849461794181431420,https://x.com/Diamondthedave/status/1849461794181431420/photo/1,Thu Oct 24 14:43:47 +0000 2024,3,@VP https://t.co/mvmZMlWYzu,0,0,18,Diamondthedave,Oppenheimer Ranch Project,12143,5.932358674463938,30433,,Twitter_Scrape\Target_Harris\Anti\Images\ice_cream.png,N/A,anti-harris,R
1847674567331860822,https://x.com/trumplicans2024/status/1847674567331860822,Sat Oct 19 16:21:59 +0000 2024,1788,#TrumpVance2024  #Trump https://t.co/7W5ALn2VYh,162,65,26130,trumplicans2024,Trumplicans2024.com,120314,74.07764705882353,94449,"#TrumpVance2024, #Trump",Twitter_Scrape\Target_Trump\Pro\Images\american_swim2.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\american_swim2.csv,pro-trump,R
1848798574324355455,https://x.com/NotTinaKotex/status/1848798574324355455,Tue Oct 22 18:48:23 +0000 2024,34,"Trying to save our Democracy and screaming at your campaign manager is tiring work, so #KamalaHarris is taking a well-deserved day off. https://t.co/JzBZiLpOPf",8,4,663,NotTinaKotex,MAGA Tina Kotex,11933,9.557129367327668,10121,#KamalaHarris,Twitter_Scrape\Target_Harris\Anti\Images\sick.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\sick.csv,anti-harris,R
1850642202134724705,https://x.com/SouthernChick45/status/1850642202134724705,Sun Oct 27 20:54:18 +0000 2024,33,Say #notothehoe  #TrumpVance2024 https://t.co/74ZAXwGkUT,14,7,613,SouthernChick45,Michelle ğŸ‡ºğŸ‡¸,18860,45.85167910447761,49153,"#notothehoe, #TrumpVance2024",Twitter_Scrape\Target_Harris\Anti\Images\fake_ballot.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\fake_ballot.csv,anti-harris,R
1850313886144057483,https://x.com/ActivistJerry/status/1850313886144057483,Sat Oct 26 23:09:42 +0000 2024,34,BLACK MAGA MOVEMENT WITH THE SPECIAL PRESIDENT DONALD J. TRUMP!  #MAGA #MakeAmericaGreatAgain #AmericaFirst #KAG (Keep America Great) #Trump2024 #SaveAmerica #Patriots #MAGA2024 @udreams30 #Trump2024 #MAGA2024 #MakeAmericaGreatAgain #TrumpTrain #AmericaFirst #KeepAmericaGreat #SaveAmerica #TrumpWon #PatriotsForTrump #TrumpRally @udreams30,14,3,753,ActivistJerry,ActivistJerryğŸ’«,8564,11.481325033348154,51643,"#MAGA, #MakeAmericaGreatAgain, #AmericaFirst, #KAG, #Trump2024, #SaveAmerica, #Patriots, #MAGA2024, #Trump2024, #MAGA2024, #MakeAmericaGreatAgain, #TrumpTrain, #AmericaFirst, #KeepAmericaGreat, #SaveAmerica, #TrumpWon, #PatriotsForTrump, #TrumpRally",Twitter_Scrape\Target_Trump\Pro\Images\african_american_support.jpg,N/A,pro-trump,R
1643624396668452866,https://x.com/AnnaQueenNFTs/status/1643624396668452866,Wed Apr 05 14:39:27 +0000 2023,17,First photos of #Trump's arrest ğŸ™ƒ https://t.co/6wTzLk19Cg,1,11,1283,AnnaQueenNFTs,Ann Blooonde,2884,4.632600258732213,3581,#Trump's,Twitter_Scrape\Target_Trump\Anti\Images\Trump_running.jpeg,Twitter_Scrape\Target_Trump\Anti\Comments\trump_run_arrest.csv,anti-trump,D
1638448673842663424,https://x.com/WholeMarsBlog/status/1638448673842663424,Wed Mar 22 07:52:59 +0000 2023,1375,Donald Trump has been arrested after a laptop was found with photos of him smoking crack and banging hookers   The following photos were captured by the Associated Press as the former President attempted to escape capture. https://t.co/OPrxRgH0aZ,92,422,229150,WholeMarsBlog,Whole Mars Catalog,583507,201.8735431235432,346415,,Twitter_Scrape\Target_Trump\Anti\Images\trump_running_arrest2,Twitter_Scrape\Target_Trump\Anti\Comments\trump_running_arrest2.csv,anti-trump,D
1796296404492575102,https://x.com/Nain_Portekoi/status/1796296404492575102,Thu May 30 21:43:31 +0000 2024,261,"Incroyables images de Donald Trump arrÃªtÃ© par la Police de New York, alors qu'il essaye de s'Ã©chapper, aprÃ¨s avoir Ã©tÃ© reconnu coupable des 34 chefs d'accusation qui lui Ã©taient reprochÃ©s dans l'affaire Stormy Daniels. https://t.co/OjEu95LX1V",26,72,102934,Nain_Portekoi,Nain Portekoi ğŸ‡¨ğŸ‡µ,139900,16.923718712753278,99393,,Twitter_Scrape\Target_Trump\Anti\Images\Trump_arrest2,Twitter_Scrape\Target_Trump\Anti\Comments\Trump_arrest2.csv,anti-trump,D
1853829027951243602,https://x.com/oncue67/status/1853829027951243602/photo/1,Tue Nov 05 15:57:37 +0000 2024,23,@ScottPresler Hold the line!!!! The spirit of peanut is with you!!!!!!!!! https://t.co/1SGTSsffZv,2,1,574,oncue67,scooter_mcgavin,631,12.217338217338217,10006,,Twitter_Scrape\Target_Trump\Pro\Images\peanut_head.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\peanut_head.csv,pro-trump,R
1853148464718176625,https://x.com/JayUSA102/status/1853148464718176625,Sun Nov 03 18:53:18 +0000 2024,2,@BenStanton77 Hold the line!!!!! https://t.co/mQOMTwPbx9,0,3,1436,JayUSA102,JayUSA,5900,349.7582417582417,31828,,Twitter_Scrape\Target_Trump\Pro\Images\Squirrle_gun,Twitter_Scrape\Target_Trump\Pro\Comments\Squirrle_gun.csv,pro-trump,R
1819135424071454788,https://x.com/BillCar79944600/status/1819135424071454788/photo/1,Thu Aug 01 22:17:37 +0000 2024,3,"@ScottAdamsSays Find this woman, Iâ€™m sure they are going to claim itâ€™s someone else. https://t.co/NIQqf7uUxe",2,2,161,BillCar79944600,Bill Carey ğŸ‡ºğŸ‡¸,6829,11.641615255187885,20757,,Twitter_Scrape\Target_Harris\Anti\Images\harris_streets.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_streets.csv,anti-harris,R
1818275041617797537,https://x.com/BillCar79944600/status/1818275041617797537/photo/1,Tue Jul 30 13:18:46 +0000 2024,13,"The same, but worse. #Kamala2024 #DemocratsHateAmerica #KamalaHarris #WhiteDudesForKamala https://t.co/Uao2t9JQP5",3,1,1030,BillCar79944600,Bill Carey ğŸ‡ºğŸ‡¸,6829,11.641615255187885,20757,"#Kamala2024, #DemocratsHateAmerica, #KamalaHarris, #WhiteDudesForKamala",Twitter_Scrape\Target_Harris\Anti\Images\communist_harris.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\communist_harris.csv,anti-harris,R
1824859921609019469,https://x.com/TruthorConseq12/status/1824859921609019469,Sat Aug 17 17:24:44 +0000 2024,49,January 2025: If Comrade Harris Wins! https://t.co/TNKENzLyeA,15,11,2702,TruthorConseq12,Dr. Michael Jones,14291,43.36757775683318,46013,,Twitter_Scrape\Target_Harris\Anti\Images\comi_washington.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\comi_washington.csv,anti-harris,R
1824691916782641196,https://x.com/TruthorConseq12/status/1824691916782641196,Sat Aug 17 06:17:08 +0000 2024,33163,Are you ready for the DNC? https://t.co/YrgEgKUR7B,7093,703,900402,TruthorConseq12,Dr. Michael Jones,14291,43.36757775683318,46013,,Twitter_Scrape\Target_Harris\Anti\Images\harris_red_rally2.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_red_rally2.csv,anti-harris,R
1870230420534550753,https://x.com/TruthorConseq12/status/1870230420534550753/photo/1,Fri Dec 20 22:10:54 +0000 2024,0,@MarioNawfal Right. https://t.co/mMDPYfhYYv,1,0,48,TruthorConseq12,Dr. Michael Jones,14291,43.36757775683318,46013,,Twitter_Scrape\Target_Harris\Anti\Images\harris_red_rally3.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_red_rally3.csv,anti-harris,R
1870509467449885072,https://x.com/TruthorConseq12/status/1870509467449885072/photo/1,Sat Dec 21 16:39:44 +0000 2024,1,@MarioNawfal Yup https://t.co/AjD9T3yUKf,0,1,120,TruthorConseq12,Dr. Michael Jones,14291,43.36757775683318,46013,,Twitter_Scrape\Target_Harris\Anti\Images\harris_puppet.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_puppet.csv,anti-harris,R
1873174217765871815,https://x.com/TruthorConseq12/status/1873174217765871815/photo/1,Sun Dec 29 01:08:30 +0000 2024,1,@nixongroyper @NickJFuentes Heâ€™s Alive https://t.co/HxbnSEJNVN,0,0,606,TruthorConseq12,Dr. Michael Jones,14291,43.36757775683318,46013,,Twitter_Scrape\Target_Harris\Anti\Images\demo_nazi.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\demo_nazi.csv,anti-harris,R
1858930522262741286,https://x.com/HoneyBadger8763/status/1858930522262741286/photo/1,Tue Nov 19 17:49:08 +0000 2024,0,@hhdogsitting @BklynP8triot @TristanSnell Poor Karen seems to be having a difficult time accepting the fact that Trump is not guilty and is STILL GOING TO BE YOUR NEXT PRESIDENT. ğŸ˜Š https://t.co/ZKNZJpvhU5,0,0,14,HoneyBadger8763,Kate,2027,2.718194813150909,13311,,Twitter_Scrape\Target_Harris\Anti\Images\oxygen.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\oxygen.csv,anti-harris,R
1853531341146509572,https://x.com/HoneyBadger8763/status/1853531341146509572/photo/1,Mon Nov 04 20:14:43 +0000 2024,0,@azlibertad @funder No thanks. https://t.co/dWpaYnHgm1,0,0,10,HoneyBadger8763,Kate,2027,2.718194813150909,13311,,Twitter_Scrape\Target_Harris\Anti\Images\prop_poster.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\prop_poster.csv,anti-harris,R